Tweet,Emojiset
"RT mariali94316534: Serbia 🇷🇸 COVID-19 current stats for Sat Feb 26 2022 Cases: 1,906,142 Deaths: 15,155 Recovered: 1,778,444 Active: 112,543 Tests: 8,730,705 Doses: 8,457,355 #covid_rs https://t.co/tjFU6oaTje https://t.co/7aLfl4NhSn",🇷🇸
im positive for covid but pondphuwin’s smile makes me get better 🥺🤏🏻 #ปอนด์ภูวินทร์ #ppnaravit #phuwintang @ppnaravit @phuwintang https://t.co/0FB0arKxOU,🥺🤏🏻
"@Nahi___bataunga @lyfis_memories 🙏🙏, lost my father mother last year due to covid",🙏🙏
RT Gerardo41534043: ✝️ || Con medidas de prevención ante la pandemia por COVID-19 se realiza la tradicional bendición de vehículos afuera del convento de las cinco llagas. #LaRedCincoRadio https://t.co/cH2LdJcwpB,✝️
RT IbuPeri__: Covid auto hilang. SOP pun kelaut 😆 https://t.co/7gZQhZi0XU,😆
"RT Lucaperroasist: 🔴 #covidpersistente: ""Queremos que los médicos se formen en esta enfermedad y que exista homogeneidad en el diagnóstico y en el tratamiento entre hospitales y entre comunidades autónomas"", subraya el Dr. Armenteros de la @SEMG_ES. #LongCovid https://t.co/jGYbCR7Eac @heraldoes",🔴
RT luengoelijah: We really made VP Leni Robredo enumerate everything she has done during the COVID-19 pandemic that she had to rap 😭 #10RobredoPresident #IpanaloNa10To #CNNPHPresidentialDebate https://t.co/IIO4blA9xm,😭
"RT ejhmgdkdfj: Flirt is now offering all the sessions we used to have before covid. samplers, flings, duos, couples & jacuzzi 🌸💕🌸",🌸💕🌸
RT blessytot14: We really made VP Leni Robredo enumerate everything she has done during the COVID-19 pandemic that she had to rap 😭 #10RobredoPresident #IpanaloNa10To #CNNPHPresidentialDebate https://t.co/IIO4blA9xm,😭
RT FthTsz: [💡] 안녕하세요. 얼반웍스입니다. 김민주 COVID-19 완치 및 격리 해제 안내드립니다. https://t.co/HGALydvXie,💡
RT Itsbyanca1: o covid a acabar e ele nunca me apanhou🥰,🥰
"RT RadioNuble: Informe Diario #COVID_19 - 27 de febrero 🔸 23.821 casos nuevos 🔸 112.826 casos activos 🔸 130 fallecidos registrados (42.200 en total) 🔸 21,42% positividad nacional 🔸 99.813 exámenes 24 hrs (32.934.386 en total) 🔸 212 camas críticas disponibles ▶ https://t.co/cVRjLOCSh4 https://t.co/99dz6ucjBZ","🔸,🔸,🔸,🔸,🔸,🔸,▶"
RT rahneya: We really made VP Leni Robredo enumerate everything she has done during the COVID-19 pandemic that she had to rap 😭 #10RobredoPresident #IpanaloNa10To #CNNPHPresidentialDebate https://t.co/IIO4blA9xm,😭
RT _TheBlackBulma: That one time my family got covid so i hotboxed my room🤣🤣🤣🤣 cuz they couldnt smell https://t.co/7VnEKQQq2A,🤣🤣🤣🤣
"People at high risk from the #flu include those with chronic kidney disease (#CKD) at any stage, including patients on #dialysis and kidney #transplant recipients. Seasonal Flu and #COVID19: Answers to Your Questions ➡️ https://t.co/gN1oxOUKqG #KidneyHealth #ESRD #FAQ https://t.co/XFjN9E7JmW",➡️
"People at high risk from the #flu include those with chronic kidney disease (#CKD) at any stage, including patients on #dialysis and kidney #transplant recipients. Seasonal Flu and #COVID19: Answers to Your Questions ➡️ https://t.co/wxU3xQhmtw #KidneyHealth #ESRD #FAQ https://t.co/l4tfatNnkr",➡️
"🪙🙏 please help 🙏 🪙 i genuinely need big help. My condition is not good. I need you guys to understand my problem. covid-19, made my situation worst. Any help is great link: https://t.co/WflEUNWOa7 paypal: https://t.co/2ekneMdUcF #KindnessMatters #MutualAidRequest #GoFundMe","🙏,🙏"
"RT alecianthlie: Look at her last night, how come?!? Like?? Wtf covid. 😭😤 #GetWellSoonRyujin https://t.co/cTdygM312j",😭😤
RT pickboui: So you’re telling me we were in isolation for 2 years because of CoVID and now we’re going into a bombshelter? 😔😔😔 https://t.co/RNAmykOhd0,😔😔😔
RT David76p: Dónde quieres que disfrutes de estos carnavales recuerda las medidas de bío-seguridad.😷👏 Recuerda que el Covid aún está presente. #27FRebeliónVictoriosa #CaracasEcológica @Joselopezpsuv @EmilyCaroVzla https://t.co/kQOZ9Wbonc,😷👏
@marylu_1973_ La narrazione continua..ma del Covid frega un 🤐 a nessuno,🤐
lost 4kg after +ve covid 😂,😂
"@RAGrau2 U still seem proud voting for a POS that didn’t do a damm thing for our country but lied about Covid,stole classified docs,golfed 90%,tax cuts for wealthy, separated kids from parents,refuse to aid Ukraine,believed Putin over U.S.etc,etc. All the while laughing at ppl like u. 👍🏼",👍🏼
@Tsunodesu Test covid 👍,👍
RT iimjeanelle: We really made VP Leni Robredo enumerate everything she has done during the COVID-19 pandemic that she had to rap 😭 #10RobredoPresident #IpanaloNa10To #CNNPHPresidentialDebate https://t.co/IIO4blA9xm,😭
RT SAZZYAC: 🛑Update - Masks in Hospitality From tomorrow it’s not a legal requirement for Hospitality Staff to wear masks while working - it’s a matter of choice. Exiting COVID restrictions,🛑
RT Dayitacaro: Dónde quieres que disfrutes de estos carnavales recuerda las medidas de bío-seguridad.😷👏 Recuerda que el Covid aún está presente. #27FRebeliónVictoriosa #CaracasEcológica @Joselopezpsuv @EmilyCaroVzla https://t.co/kQOZ9Wbonc,😷👏
"Tested positive for COVID, that will serve me right for having the audacity to book some time off work. 🤬🤬🤬",🤬🤬🤬
"Was sagen #KarlLauterbach und die Ministerpräsidenten zu der zu erwartenden Explosion von Covid-Infektionen mit allen ihren schrecklichen Folgen durch diese Massenaufläufe mit Kindern? 😱 Krankenhaus-Alarm, Schulschließung, Vorsorge-Lockdown ab Montag?! https://t.co/W5JEXWhk8y https://t.co/08whgAbcfX",😱
@jiminclude I’m probably sick let’s hope it’s not covid though 😭,😭
"RT nana68190: Non non tjrs rien à signaler 😡⬇️ Augmentation monstrueuse des cas de péricardite et de myocardite ! 😕 N'oubliez pas que la deuxième barre rouge ne reflète que le mois de janvier et une partie de février, où sera-t-elle en décembre... ? https://t.co/WAKpKPWgv4 https://t.co/vXQ8sPitHj","😡⬇️,😕"
"RT COVIDbot_ITA: 📌#Coronavirus, l'aggiornamento di oggi 🔴 +2.194 nuovi casi 🟢 -1.826 casi attivi 🟢 -1% ricoveri nei reparti #Covid 🟢 -7% ricoveri nelle terapie intensive 🟢 +4.011 guariti 🔴 9 decessi 🟢 circa 2 milioni e 643mila terze dosi somministrate Leggi 👉 https://t.co/mjfABikYIT https://t.co/gvHJ8ohEh3","📌,🔴,🟢,🟢,🟢,🟢,🔴,🟢,👉"
@nexta_tv Covid doesn't exist anymore 😆😆😆,😆😆😆
"The birth rate in 🇺🇸 has been falling for several years, but the # of families choosing to deliver at home has been rising steadily. When I 1st researched it was 28,000. Now some 45,000 babies are being born at home. #homebirth #midwifery #yourbabyyourway https://t.co/Ni1SbCtLIg",🇺🇸
"RT Terrawales: Remember when The Experts™️ had a meltdown about @GovRonDeSantis suggesting to only get tested for COVID if you feel symptoms & @FLSurgeonGen for “unwinding testing psychology” with Florida’s updated guidance? That was a month ago. Now, the CDC caught up 😁 Experts…? https://t.co/idSnJWR4Eo","™️,😁"
RT Playa42560816: Dónde quieres que disfrutes de estos carnavales recuerda las medidas de bío-seguridad.😷👏 Recuerda que el Covid aún está presente. #27FRebeliónVictoriosa #CaracasEcológica @Joselopezpsuv @EmilyCaroVzla https://t.co/kQOZ9Wbonc,😷👏
🚨🚨Jazmine Sullivan Cancels Tour Dates Due To Catching COVID https://t.co/79stGArTuN,🚨🚨
"RT SidiIsmail: In Africa, circular economy 🔄 can drive a #GreenRecovery from Covid-19! But how can MSMEs play a part? At #ARFSD on Feb 28, experts will explore links between partnership building, #climate action & sustainable #foodsystems 👩🏽‍🌾 Register 👉 https://t.co/euLE0FXnbL | #Stockholm50 https://t.co/qw1yXCvuxX","🔄,👩🏽‍🌾,👉"
Alcohol gel atlantik. Encuentra este producto y más en https://t.co/1SBUPwNIDs⁣ ⁣ Despacho a todo Chile 🚚⁣ ⁣ #alcoholgel #covid19 #covid_19 #stayhome #covid #corona #quedateencasa #pandemia #cuarentena #repost #venezuela #virus #pandemic #yomequedoencasa #salud https://t.co/nBxJGa5dvJ,🚚
Last day of these stupid Covid passports and two jobsworths at BF5 checking everyone going in 😤,😤
"RT maria22araujo: #CuidaTuSalud🛡️| La COVID-19 es más transmisible en espacios cerrados y abarrotados en los que la ventilación es escasa o nula. Por tanto, para reducir el riesgo es fundamental garantizar una ventilación adecuada. ¡Sabemos cómo hacerlo! ¡Cuidémonos! #27Feb https://t.co/HgLastMwoD",🛡️
Alcohol gel atlantik. Encuentra este producto y más en https://t.co/Mgzx3wUJzX⁣ ⁣ Despacho a todo Chile 🚚⁣ ⁣ #alcoholgel #covid19 #covid_19 #stayhome #covid #corona #quedateencasa #pandemia #cuarentena #repost #venezuela #virus #pandemic #yomequedoencasa #salud https://t.co/zxG4cPPZ7I,🚚
"RT lemmerdeuse24: 🗣️: ""La photo de cette femme qui est apparue dans les médias du monde entier au sujet de l'Ukraine a été prise lors d'une explosion de gaz en 2018."" Intéressant de constater que l'affaire ukrainienne est traitée avec les mêmes ressorts de manipulation que l'affaire Covid... https://t.co/cSS7P5z8fu",🗣️
@LPMisesCaucus Thanks. I was beginning to think racism and covid were the gravest threats… 🙄,🙄
"Choosing to wear a face covering in crowded and enclosed spaces can help to stop the spread of COVID-19. You can also help by ⤵️ 💉 Getting vaccinated and boosted 🧼 Practicing good hand hygiene 🧪 Getting tested and self-isolating, if required https://t.co/eG2kX7D0br","⤵️,💉,🧼,🧪"
"RT monitor_PH: What do we know about Omicron 🦠 ? We know that this variant spreads much faster than other variants so far, and everyone is at risk of being infected. ✔ Do it all to stop COVID-19. Get vaccinated 🩹 when it's your turn. ➕ INFO 👉🏽 https://t.co/ZlIb563V5C https://t.co/td3LQhPHIR","🦠,✔,🩹,➕,👉🏽"
RT HannahQudsiyyah: ⌛It's time for the official launch of our Discord and therefore of SAFEZONE project Follow us on Discord/Twitter to get your WL spot ✅ 🌎https://t.co/Eg3UOb3lPR ➡️ https://t.co/qZIUCGPtQD Beware Lord Covid 😈 #NFT #P2E #BSC #BNB #GAMEFI,"⌛,✅,🌎,➡️,😈"
"🗣 #EnPortada | A partir del 2 y hasta el 4 de marzo, se llevará a cabo la vacunación anti COVID-19 a personas de 15 años de edad. https://t.co/zCHXvlmEXG",🗣
@shine_sxt I hope covid ends by then so Yurina can just fly to china whenever she wants😭,😭
¿Sabías 🤔 que las vacunas contra la COVID-19 🦠 reducen el riesgo de enfermedad grave y mortalidad por ómicron y otras variantes 👍🏽? ✔ Hazlo todo para detener la COVID-19. Vacúnate 🩹 cuando sea tu turno. ➕ INFO 👉🏽 https://t.co/vvRhHK80jJ https://t.co/Z0KJIIDLnA,"🤔,🦠,👍🏽,✔,🩹,➕,👉🏽"
@Anna35643631 @JonLemire Yes the man who is so afraid of catching covid is now threatening nukes.......🤨,🤨
Señores superamos el #COVID .. felicidades 🙌😂,🙌😂
Have a COVID-19 Vaccine appointment💉 but no ride? Call 630-407-6500☎ or visit https://t.co/2RNBpTGOaF to see if you are eligible for transportation assistance🚗. #COVID19Vaccine #Transportation #RideDuPage https://t.co/zZoJ3kkyys,"💉,☎,🚗"
"What do we know about Omicron 🦠 ? We know that this variant spreads much faster than other variants so far, and everyone is at risk of being infected. ✔ Do it all to stop COVID-19. Get vaccinated 🩹 when it's your turn. ➕ INFO 👉🏽 https://t.co/ZlIb563V5C https://t.co/td3LQhPHIR","🦠,✔,🩹,➕,👉🏽"
"RT MarkyMa19851926: @hassinhadi La diversion aura durée que 3 jours 🤣🤣🤣 Pour la suite, les merdias vont retourner au covid ou vont passer directement à l'arnaque climatique? 😅","🤣🤣🤣,😅"
@corinneConte1 @sirine2b @isSou___ @IdrissSihamedi Corinne Corinne 🤕🤕🤕👋 tu as le COVID-🤔🤔🤔,"🤕🤕🤕👋,🤔🤔🤔"
LENINEM - COVID 19 RESPONSE (EXPLICIT) SHEESH 🥶😮‍💨🤙 https://t.co/4xm2yDuJ8N,"🥶,🤙"
Mum has to do an overnight in hospital and I can’t even go with her cos I’ve got covid 😢😢😢 feel so fkin bad,😢😢😢
"RT CrisVenturatoMP: LEMBREM-SE 🇧🇷 648.989 MORTES COVID e só temos essa informação graças aos veículos de imprensa. Lembrem-se, o chefe do executivo proibiu a divulgação; negou PANDEMIA; atrasou compra de vacinas; negou isolamento; satirizou os mortos; DIVULGOU FAKES....estamos em GUERRA😡🇧🇷🚩","🇧🇷,😡🇧🇷🚩"
@bayrou 👏👏👏 et qu'est ce qu'il a évité ? Rien du tt car P a envahi et M. veut la guerre pas la paix qd on voit ce qu'il est entrain de faire!Ap la guerre covid la vraie guerre il doit se faire pipi dessus tellement il doit jubiler ce psychopathe!M me ft plus peur que P,👏👏👏
😂 https://t.co/60ZC1BBQZx,😂
RT ADELAR2701: Dónde quieres que disfrutes de estos carnavales recuerda las medidas de bío-seguridad.😷👏 Recuerda que el Covid aún está presente. #27FRebeliónVictoriosa #CaracasEcológica @Joselopezpsuv @EmilyCaroVzla https://t.co/kQOZ9Wbonc,😷👏
RT nelsonCUTIEpay: We really made VP Leni Robredo enumerate everything she has done during the COVID-19 pandemic that she had to rap 😭 #10RobredoPresident #IpanaloNa10To #CNNPHPresidentialDebate https://t.co/IIO4blA9xm,😭
"@tanyakanrl Positif covid, yaudah kalau gaboleh dirumah aja, gw main kerumah lu ya sekarang 😌",😌
"@astrodinogabi @TheRealIconG @PS1Hagr66927101 @HailEternal I pretty sure this movie was delayed due to Covid too, so they definitely had time to refine it if so. 😅 Although it was still a great movie all in all.",😅
✴️¿Puedo hacer ejercicio como antes si he sido paciente de Covid-19? https://t.co/UeLLIJQYtQ,✴️
RT Castillo1Junior: That one time my family got covid so i hotboxed my room🤣🤣🤣🤣 cuz they couldnt smell https://t.co/7VnEKQQq2A,🤣🤣🤣🤣
"RT Samzer667: 🇨🇲 ""Je vous fais un pari : 0 cas COVID pour le Cameroun jusqu'à la fin."" 🗣️ @Nabil_djellit https://t.co/Gg2Hb1IjN4","🇨🇲,🗣️"
@loreforabozo Bom dia lindona!!!☕🌞 Vi que a filhota negativou para o Covid-19. Que notícia boa!!! Um ótimo domingo pra vocês também!!!⚘,☕🌞
RT gumabaysandraaa: We really made VP Leni Robredo enumerate everything she has done during the COVID-19 pandemic that she had to rap 😭 #10RobredoPresident #IpanaloNa10To #CNNPHPresidentialDebate https://t.co/IIO4blA9xm,😭
"RT rauldiazdiez: Importante difundir información que sirve para evitar contagios de COVID-19: ✅ Ventilación. ✅ Distancia. ✅ Uso de cubrebocas. ✅ Evitar la concurrencia. Guíate sobre estas opciones, si ves a alguien haciendo lo contrario, detente y platícale lo que si funciona. ¡Cuídense!","✅,✅,✅,✅"
"RT dali13gr: 27/02🇬🇷 Cases: 2,405,401 (+8,214) Critical: 417 (-8) Deaths: 25,785 (+66) PCR🔬: 9,902,560 (+12,559) Rapid🧪: 55,531,310 (+184,521) Pos.rate: 4.17% (+0,33%) Discharged ICU: 4,259 (+4) 📈➡https://t.co/gHJ2MPYRiZ #covid_19gr #covid19greece https://t.co/dhBsNPvcIc","🇬🇷,🔬,🧪,📈➡"
RT ChvseTaylor: That one time my family got covid so i hotboxed my room🤣🤣🤣🤣 cuz they couldnt smell https://t.co/7VnEKQQq2A,🤣🤣🤣🤣
Two years after catching Covid in the final stages of marathon training and my lungs have finally got me round double digit miles again - and on the eve of what would’ve been my friend Maddy’s 27th birthday! I am ECSTATIC! We go again! 🏃🏻‍♀️ #LondonMarathon https://t.co/W8EklhcRSZ,🏃🏻‍♀️
RT DanielleDuches: Je retiens: -Le masque est efficace -Pas assez de 💉complète -Encore trop d’hospitalisations ne -Les orthophonistes n’ont pas donnés d’avis contre le 😷 ⁦@santemontreal⁩ Le masque n’est pas un symbole mais une protection contre un virus aérosol. https://t.co/P4kdmRyWh2,"💉,😷"
"El periodismo... Ucrania bajo guerra preguntan por controles Covid y certificado de vacunados... y grandes ridículis etc. Que tiempos estos en donde hay que comulgar con ruedas de aluminio  para no dejar que estos próceres en este caso periodísticos, 👇 https://t.co/a2LWPWFXG7",👇
RT aliciaa36892097: Sa dami ng covid response ng OVP paano kaya pagkakasyahin ni Busy Presidente Leni Robredo yun? 💗💗💗 #10RobredoPresident #IpanaloNA10To https://t.co/PUjMiX7QIZ,💗💗💗
@DubreuilhMarcel Ça va être.. Comme pour le covid.. Sans masque.. Sans rien.. Ils ont envoyé nos médecin.. Et infirmière.. Au front.. Avec aucun matériel.. Ni de protection... Et ben.. Ça va être.. La même chose.... Pour l armée... 😡... Sont tous des fous... Manipulateur.. Menteur..,😡
